pd_id,brand_name,model_name,model_number,additional_model_information,upc,product_type,type,special_type,heat_pump_technology,drum_capacity_cu_ft,height_inches,width_inches,depth_inches,combined_energy_factor_cef,estimated_annual_energy_use_kwh_yr,estimated_energy_test_cycle_time_min,energy_test_cycle_information,additional_dryer_features,vented_or_ventless,refrigerant_type,refrigerant_with_gwp,connected,connected_demand_response_functionality_tested,communication_standard_application_layer,direct_on_premises_open_standard_based_interconnection,paired_energy_star_clothes_washer_available,paired_energy_star_clothes_washer_energy_star_model_identifier,date_available_on_market,date_qualified,markets,energy_star_model_identifier,meets_most_efficient_criteria,calculated_combined_energy_factor_max_dryness_setting_lbs_kwh,voltage
2376690,Midea,MLE52N3AWW,MLE52N3AWW,,,Electric Standard Vented,Electric,,,8,39.76,26.97,33.46,3.93,608,61,Normal,None,Vented,,,No,,,,,,2021-04-25T00:00:00.000,2021-05-03T00:00:00.000,"United States, Canada",ES_1030337_MLE52N3AWW_050320210252205_3915516,No,,
2376691,Midea,MDH210-V042/B01EHS-US,MDH210-V042/B01EHS-US,,,Electric Standard Vented,Electric,,,8,39.76,26.97,33.46,3.93,608,61,Normal,None,Vented,,,No,,,,,,2021-04-25T00:00:00.000,2021-05-03T00:00:00.000,"United States, Canada",ES_1030337_MDH210-V042/B01EHS-US_050320210252254_1002347,No,,
2376692,Midea,MLE45N1AWW,MLE45N1AWW,,,Electric Standard Vented,Electric,,,8,39.76,26.97,33.46,3.93,608,61,Normal,None,Vented,,,No,,,,,,2021-04-25T00:00:00.000,2021-05-03T00:00:00.000,"United States, Canada",ES_1030337_MLE45N1AWW_050320210252301_6326634,No,,
2377739,Speed Queen,ADEE9***177T***,ADEE9***177T***,",,Base Model:  RE7",,Electric Standard Vented,Electric,,,6.9,43,27,28,3.93,608,70,"Regular, Medium Temp, Near Dry, EcoDry","Sanitization cycle,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2021-04-01T00:00:00.000,2021-05-06T00:00:00.000,United States,ES_87091_ADEE9***177T***_043020210846729_9796010,No,,
2377740,Speed Queen,ADE6H***177T***,ADE6H***177T***,",,Base Model:  RE8",,Electric Standard Vented,Electric,,,6.9,43,27,28,3.93,608,70,"Regular, Near Dry","Sanitization cycle,Steam cycle,Wrinkle prevention option",Vented,,,No,,,,No,,2021-04-01T00:00:00.000,2021-05-06T00:00:00.000,United States,ES_87091_ADE6H***177T***_043020210846354_1291914,No,,
2377972,Samsung,DVE55A77***,DVE55A77***,,8.87277E+11,Electric Standard Vented,Electric,,,7.4,45.8,27,30.2,3.93,608,71,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WA55A77**A*_05262021084256_80084651,2021-05-30T00:00:00.000,2021-05-11T00:00:00.000,"United States, Canada",ES_1023593_DVE55A77***_05142021031426_80078534,No,,
2377973,Samsung,DVE55A73***,DVE55A73***,,8.87277E+11,Electric Standard Vented,Electric,,,7.4,45.8,27,30.2,3.93,608,71,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WA55A73**A*_05262021084256_80084651,2021-05-30T00:00:00.000,2021-05-11T00:00:00.000,"United States, Canada",ES_1023593_DVE55A73***_05142021031426_80078534,No,,
2377974,Samsung,DVE45A64***,DVE45A64***,,8.87277E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,31.3,3.93,608,73,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WF45A64**A*_05312021112921_80084269,2021-05-30T00:00:00.000,2021-05-11T00:00:00.000,"United States, Canada",ES_1023593_DVE45A64*** _05142021031426_80078534,No,,
2377975,Samsung,DVE60A99***,DVE60A99***,,8.87277E+11,Electric Standard Vented,Electric,,,7.5,52.2,27,32.5,3.93,608,71,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WV60A99**A*_05232021020358_80078533_,2021-05-30T00:00:00.000,2021-05-11T00:00:00.000,"United States, Canada",ES_1023593_DVE60A99***_05142021031426_80078534,No,,
2381323,Whirlpool,WCD5090J**,WCD5090J**,,8.8305E+11,Electric Compact Ventless 240V,Electric,,,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,Yes,ES_22856_WFW5090J**_12262018151657_7417290,2020-04-01T00:00:00.000,2019-10-28T00:00:00.000,United States,ES_22856_WCD5090J**_062920211646640_5103087,No,,240
2381324,Whirlpool,WCD3090J**,WCD3090J**,,8.8305E+11,Electric Compact Ventless 240V,Electric,,,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,Yes,ES_22856_WFW3090J**_12262018151719_7439988,2020-04-01T00:00:00.000,2019-10-28T00:00:00.000,United States,ES_22856_WCD3090J**_062920211646388_1006873,No,,240
2381325,Whirlpool,YWCD5090J**,YWCD5090J**,,8.8305E+11,Electric Compact Ventless 240V,Electric,,,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,Yes,ES_22856_WFW5090J**_12262018151657_7417290,2020-04-01T00:00:00.000,2019-10-28T00:00:00.000,Canada,ES_22856_YWCD5090J**_062920211646874_1128679,No,,240
2381326,Whirlpool,YWCD3090J**,YWCD3090J**,,8.8305E+11,Electric Compact Ventless 240V,Electric,,,4.3,33.63,24,25.75,2.68,317,39,"Normal, Normal Dryness Level, Temperature Non-Adjustable","Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,Yes,ES_22856_WFW3090J**_12262018151719_7439988,2020-04-01T00:00:00.000,2019-10-28T00:00:00.000,Canada,ES_22856_YWCD3090J**_062920211646838_2089048,No,,240
2381427,GE Profile,M74E_1_R,PTD60EB*R***,",PTD60EBMRDG,Color: Diamond Gray; ,PTD60EBMRWS,Color: White; ,PTD60EBPRDG,Color: Diamond Gray; ,PTD60EBSRWS,Color: White",084691871033;084691871040;757638372596;757638372602,Electric Standard Vented,Electric,,,7.4,46,27,31,3.93,608,59,"Normal Cottons, Temperature - Hot, Dryness Level -Dry, ecoDry","Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_PTW605B*R***_08032021101799_6106607,ES_1123206_PTW600B*R***_080320211017334_5509164",2021-07-05T00:00:00.000,2021-07-01T00:00:00.000,"United States, Canada",ES_1123206_PTD60EB*R***_062920211646654_6575553,No,,
2381636,Electrolux,ELFE7637***,ELFE7637***,,12505388545;12505388552,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7637***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-06T00:00:00.000,United States,ES_1021080_ELFE7637***_062820211816181_3625903,No,,
2381637,Electrolux,ELFE7337***,ELFE7337***,,12505388378,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-06T00:00:00.000,United States,ES_1021080_ELFE7337***_062820211816680_1356139,No,,
2381638,Electrolux,ELFE7437***,ELFE7437***,,12505388422,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-06T00:00:00.000,United States,ES_1021080_ELFE7437***_062820211816942_5919809,No,,
2381639,Electrolux,ELFE7537***,ELFE7537***,,12505388484;12505388491,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-06T00:00:00.000,United States,ES_1021080_ELFE7537***_062820211816231_3995877,No,,
2381641,Electrolux,ELFE763C***,ELFE763C***,,012505388569;12505388569;12505388576,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7637***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-03T00:00:00.000,Canada,ES_1021080_ELFE763C***_062820211816841_9281153,No,,
2381642,Electrolux,ELFE753C***,ELFE753C***,,12505388460;12505388477,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-03T00:00:00.000,Canada,ES_1021080_ELFE753C***_062820211816700_7243485,No,,
2381643,Electrolux,ELFE743C***,ELFE743C***,,12505388415,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-03T00:00:00.000,Canada,ES_1021080_ELFE743C***_062820211816410_6643038,No,,
2381644,Electrolux,ELFE733C***,ELFE733C***,,12505388361,Electric Standard Vented,Electric,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,2021-07-01T00:00:00.000,2021-07-03T00:00:00.000,Canada,ES_1021080_ELFE733C***_062820211816661_3181042,No,,
2382974,Midea,MLE52N4AWW,MLE52N4AWW,,,Electric Standard Vented,Electric,,,8,39.76,26.97,33.46,3.93,608,61,Normal,None,Vented,,,No,,,,,,2021-07-27T00:00:00.000,2021-08-10T00:00:00.000,"United States, Canada",ES_1030337_MLE52N4AWW_080920212110364_5738657,No,,
2384394,Whirlpool,YWED6605M**,YWED6605M**,,8.8305E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"Regular + Normal, Normal Dryness Level, High Temp, EcoBoost ON","Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,Yes,ES_22856_WFW6605M**_083120210749788_5800549,2021-10-15T00:00:00.000,2021-09-20T00:00:00.000,Canada,ES_22856_YWED6605M**_091520211625791_8632172,No,,
2384395,Whirlpool,WED6605M**,WED6605M**,,8.8305E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"Regular + Normal, Normal Dryness Level, High Temp, EcoBoost ON","Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,Yes,ES_22856_WFW6605M**_083120210749788_5800549,2021-10-15T00:00:00.000,2021-09-20T00:00:00.000,United States,ES_22856_WED6605M**_091520211624661_5022600,No,,
2384396,Whirlpool,WED5605M**,WED5605M**,,8.8305E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"Regular + Normal, Normal Dryness Level, High Temp, EcoBoost ON","Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,Yes,ES_22856_WFW5605M**_081820210741136_5908275,2021-10-15T00:00:00.000,2021-09-20T00:00:00.000,United States,ES_22856_WED5605M**_09152021162431_9463389,No,,
2384397,Whirlpool,YWED5605M**,YWED5605M**,,8.8305E+11,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,74,"Regular + Normal, Normal Dryness Level, High Temp, EcoBoost ON","Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,Yes,ES_22856_WFW5605M**_081820210741136_5908275,2021-10-15T00:00:00.000,2021-09-20T00:00:00.000,Canada,ES_22856_YWED5605M**_091520211625234_2570548,No,,
2387138,LG,DLE7400*E,DLE7400*E,,195174026649;195174026687,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,56,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2021-11-08T00:00:00.000,2021-11-02T00:00:00.000,"United States, Canada",ES_1118034_DLE7400*E_11022021073118_80105370,No,,
2389014,GE,G78E_1_NA+,GFD55ES*R***,",GFD55ESMRRS,Sapphire Blue, Canada Model; ,GFD55ESPRRS,Sapphire Blue, US Model",84691881193,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,73,"Cottons with the default ecoDry On, Temp - High, Dryness level - Dry","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",2022-01-17T00:00:00.000,2021-12-08T00:00:00.000,"United States, Canada",ES_1123206_GFD55ES*R***_12082021104745_7185224,No,,
2389049,GE Profile,M74E_1_T,PTD70EB*T***,",PTD70EBPTDG,Diamond Gray; ,PTD70EBPTRS,Sapphire Blue; ,PTD70EBSTWS,White",084691880936;084691880943;084691903765,Electric Standard Vented,Electric,,,7.4,43.88,27,31,3.93,608,59,"Normal Cottons, ecoDry default on, Hot Temp, Dry dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,,2021-12-14T00:00:00.000,2021-12-09T00:00:00.000,United States,ES_1123206_PTD70EB*T***_120820211148933_7618023,No,,
2389086,LG,DLEX8900*,DLEX8900*,,1.95174E+11,Electric Standard Vented,Electric,,,9,40.81,29,32.06,3.94,607,66,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2021-12-14T00:00:00.000,2021-12-09T00:00:00.000,"United States, Canada",ES_1118034_DLEX8900*_12102021025701_80109843,No,,
2389087,LG,DLEX8980*,DLEX8980*,,1.95174E+11,Electric Standard Vented,Electric,,,9,40.81,29,32.06,3.94,607,66,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2021-12-14T00:00:00.000,2021-12-09T00:00:00.000,"United States, Canada",ES_1118034_DLEX8980*_12102021025701_80109843,No,,
2389299,Samsung,DVE52B76***,DVE52B76***,,8.87277E+11,Electric Standard Vented,Electric,,,7.4,45.8,27,30.2,3.93,608,71,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry,Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WA52B76**A*_11162021110147_80105927,2022-01-20T00:00:00.000,2021-12-14T00:00:00.000,"United States, Canada",ES_1023593_DVE52B76***_12142021012654_80109545,No,,
2389437,GE,GTD65EBMR***,GTD65EBMR***,"GTD65EBMRDG,GTD65EBMRDG,; GTD65EBMRWS,GTD65EBMRWS,",757638372152;757638372169,Electric Standard Vented,Electric,,,7.4,43.7,26.96,30.48,3.93,608,59,Cottons/Low temp cycle with default dryness setting of Dry and default eDry On,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,No,,2021-11-22T00:00:00.000,2021-12-16T00:00:00.000,Canada,ES_92277_GTD65EBMR***_121620211021267_5429623,No,,
2390458,GE,G78E_1_NB+,GFV55ES*N***,",GFV55ESPNDG,Diamond Gray; ,GFV55ESSNWW,White",84691848165,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,73,"Cottons with the default ecoDry on, Temp - High, Dryness Level - Dry","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,ES_1123206_GFW510S*N***_12182019134400_6640243,2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,United States,ES_1123206_GFV55ES*N***_011220221438534_2943823,No,,
2390463,GE,G78E_1_NA+,GFD55ES*N***,",GFD55ESMNDG,Diamond Gray; ,GFD55ESMNWW,White",084691848134;084691848158,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,73,"Cottons, eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,Canada,ES_1123206_GFD55ES*N***_011220220942686_8430858,No,,
2390477,GE Profile,G78E_1_T,PFD95ES*T***,",PFD95ESPTDS,Black Slate",84691891871,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,74,"Cottons with the default ecoDry on, Temp - High, Dryness Level - Dry","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,Yes,"ES_1123206_GFW850S*N***_09182019105700_4220025,ES_1123206_PFW950S*T***_120620211047758_5190619,ES_1123206_GFW650S*N***_09122019155821_3901966",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,United States,ES_1123206_PFD95ES*T***_011120221607693_8110382,No,,
2390484,GE,G78E_1_T,GFD65ES*N***,",GFD65ESPNSN,Satin Nickel; ,GFD65ESSNWW,White",084691848127;084691848202,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,74,"Cottons with eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GFW850S*N***_09182019105700_4220025,ES_1123206_PFW950S*T***_120620211047758_5190619,ES_1123206_GFW650S*N***_09122019155821_3901966",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,United States,ES_1123206_GFD65ES*N***_011320221706596_7451464,No,,
2390485,GE,G78E_1_T,GFD85ES*N***,",GFD85ESPNDG,Diamond Gray; ,GFD85ESPNRS,Sapphire Blue; ,GFD85ESPNSN,Satin Nickel; ,GFD85ESSNWW,White",084691848172;084691848189;084691848219,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,74,"Cottons with eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GFW850S*N***_09182019105700_4220025,ES_1123206_PFW950S*T***_120620211047758_5190619,ES_1123206_GFW650S*N***_09122019155821_3901966",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,United States,ES_1123206_GFD85ES*N***_011320221657346_9257782,No,,
2391546,GE Profile,M74E_1_T,PTD70EB*T***,",PTD70EBMTDG,Diamond Gray; ,PTD70EBMTRS,Sapphire Blue; ,PTD70EBMTWS,White",757638372619;757638372626,Electric Standard Vented,Electric,,,7.4,43.88,27,31,3.93,608,59,"Normal Cottons, ecoDry default on, Hot Temp, Dry dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,,2021-12-14T00:00:00.000,2021-12-09T00:00:00.000,Canada,ES_1123206_PTD70EB*T***_012020221610314_6625451,No,,
2391685,BREDA,LUDH92700,LUDH92700,,739855,Electric Compact Ventless 240V,Electric,,Heat Pump,4.2,33.5,23.5,25.5,3,283,78,"Cotton normal, Extra dry ++","Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option,Condensed water tank indicator, Child lock",Ventless,,,No,,,,Yes,ES_1147102_LUWM91400_03102022122138_80097243,2021-10-20T00:00:00.000,2022-01-26T00:00:00.000,"United States, Canada",ES_1147102_LUDH92700_01262022121919_80097240,No,,240
2392617,GE,G78E_1_NA+,GFD55ES*N***,",GFD55EGFD55ESPNDGMNDG,Diamond Gray; ,GFD55ESSNWW,White",084691848141;084691849216,Electric Standard Vented,Electric,,,7.8,39.75,28,32,3.93,608,73,"Cottons, eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",2022-01-17T00:00:00.000,2022-01-13T00:00:00.000,United States,ES_1123206_GFD55ES*N***_020220220841983_7943429,No,,
2392869,GE Profile,M73E_1_T,PTD90EB*T***,",PTD90EBPTDG,Diamond Gray; ,PTD90EBPTRS,Sapphire Blue; ,PTD90EBSTWS,White",084691880967;084691880974;084691880981,Electric Standard Vented,Electric,,,7.3,43.88,27,31,3.93,608,60,"Normal Cottons, Hot temperature, Dry dryness level, ecoDry default","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_PTW905B*T***_013020221836446_3707708,ES_1123206_PTW900B*T***_011020221107930_5044387",2022-02-21T00:00:00.000,2022-02-09T00:00:00.000,United States,ES_1123206_PTD90EB*T***_020820220937291_2755035,No,,
2392870,GE Profile,M73E_1_T,PTD90EB*T***,",PTD90EBMTDG,Diamond Gray; ,PTD90EBMTRS,Sapphire Blue; ,PTD90EBMTWS,White",7.57638E+11,Electric Standard Vented,Electric,,,7.3,43.88,27,31,3.93,608,60,"Normal Cottons, Hot temperature, Dry dryness level, ecoDry default","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,Yes,"ES_1123206_PTW905B*T***_013020221836446_3707708,ES_1123206_PTW900B*T***_011020221107930_5044387",2022-02-21T00:00:00.000,2022-02-09T00:00:00.000,Canada,ES_1123206_PTD90EB*T***_020920221227311_3261056,No,,
2393094,Samsung,DVE45B6305*,DVE45B6305*,,8.87277E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,31.5,3.93,608,32,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WF45B63**A*_12102021071549_80106295,2022-04-01T00:00:00.000,2022-02-17T00:00:00.000,"United States, Canada",ES_1023593_DVE45B6305*_02172022061128_80114931,No,,
2393590,BLACK DECKER,BDFH44M,BDFH44M,,8.10065E+11,Electric Standard Ventless,Electric,,,4.5,33.27,23.43,25.2,3.93,608,75,3.93,None,Ventless,,,No,,,,,,2022-02-21T00:00:00.000,2022-03-07T00:00:00.000,"United States, Canada",ES_1126481_BDFH44M_030720220207257_8718654,No,,
2393664,Avanti,FLD40V0W,FLD40V0W,,79841214006,Electric Compact Ventless 240V,Electric,,,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator",Ventless,,,No,,,,Yes,ES_92257_FLW22V0W_022220220906807_9419145,2022-03-01T00:00:00.000,2022-03-09T00:00:00.000,"United States, Canada",ES_92257_FLD40V0W_022520221436163_8591520,No,,240
2395851,Samsung,DVE53BB89***,DVE53BB89***,,8.87277E+11,Electric Standard Vented,Electric,,,7.6,38.7,27,31.4,3.93,608,71,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WF53BB89**A*_05042022110036_80126452,2022-05-27T00:00:00.000,2022-05-10T00:00:00.000,"United States, Canada",ES_1023593_DVE53BB89***_05132022122455_80125536,No,,
2395852,Samsung,DVE53BB87***,DVE53BB87***,,8.87277E+11,Electric Standard Vented,Electric,,,7.6,38.7,27,31.4,3.93,608,71,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Time dry / High / None / Eco dry Default ""On""",Sanitization cycle,Vented,,,No,,,,Yes,ES_1023593_WF53BB87**A*_05042022110036_80126452,2022-05-27T00:00:00.000,2022-05-10T00:00:00.000,"United States, Canada",ES_1023593_DVE53BB87***_05132022122455_80125536,No,,
2396779,Samsung,DV25B68**H*,DV25B68**H*,,8.87277E+11,Electric Compact Ventless 240V,Electric,,Heat Pump,4,33.5,23.6,26,5.5,154,57,Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / None / Normal / None,Sanitization cycle,Ventless,,,No,,,,Yes,ES_1023593_WW25B68**A*_04212022093455_80123569,2022-06-20T00:00:00.000,2022-05-17T00:00:00.000,"United States, Canada",ES_1023593_DV25B68**H*_05242022082615_80127881,Yes,5.16,240
2397071,LG,DLEX6700*,DLEX6700*,,1.95174E+11,Electric Standard Vented,Electric,,,7.4,38.69,27,30,3.94,607,57,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2022-05-30T00:00:00.000,2022-05-19T00:00:00.000,"United States, Canada",ES_1118034_DLEX6700*_06012022120649_5550001_,No,,
2397073,LG,DLE7005*,DLE7005*,,1.95174E+11,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,55,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2022-05-30T00:00:00.000,2022-05-19T00:00:00.000,"United States, Canada",ES_1118034_DLE7005*_06012022120649_5550001_,No,,
2397304,Insignia,NS-FDRE80W3,NS-FDRE80W3,",,None",,Electric Standard Ventless,Electric,,,8,46.7,36.9,29.6,3.93,608,60,Normal,None,Ventless,,,No,,,,,,2022-05-25T00:00:00.000,2022-06-08T00:00:00.000,"United States, Canada",ES_1059185_NS-FDRE80W3_060820220713627_9293708,No,,
2397305,Insignia,NS-FDRE80W3***,NS-FDRE80W3***,",,None",,Electric Standard Ventless,Electric,,,8,46.7,36.9,29.6,3.93,608,60,Normal,None,Ventless,,,No,,,,,,2022-05-25T00:00:00.000,2022-06-08T00:00:00.000,"United States, Canada",ES_1059185_NS-FDRE80W3***_060820220713763_6713258,No,,
2397438,Beko,HPD24414W,HPD24414W,,7188287430,Electric Standard Ventless,Electric,,Heat Pump,4.5,34,23.5,27.5,11,217,67,"Cottons Eco, Normal Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Time remaining display,Remote Control",Ventless,R-290,R-290 (GWP:3 | Lower GWP),No,,,,Yes,ES_1036108_WFTV10733XC*_081120221830592_2562561,2022-05-15T00:00:00.000,2022-06-14T00:00:00.000,"United States, Canada",ES_1036108_HPD24414W_052420221513617_2247648,Yes,12.52,
2397439,Blomberg,DHP24404W,DHP24404W,,7188287440,Electric Standard Ventless,Electric,,Heat Pump,4.5,34,23.5,27.5,11,217,67,"Cottons Eco, Normal Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Time remaining display,Remote Control",Ventless,R290,R-290 (GWP:3 | Lower GWP),No,,,,Yes,ES_1036108_WM98220SX*_081120221830200_9220326,2022-05-15T00:00:00.000,2022-06-14T00:00:00.000,"United States, Canada",ES_1036108_DHP24404W_052420221513147_6756452,Yes,12.52,
